,eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg,stimuliName,name
133,R,10779092,10779269,178,949.4,611.9,1641,scholarpedia.png,Sub4.asc
134,R,10779301,10779415,115,872.6,614.9,1634,scholarpedia.png,Sub4.asc
135,R,10782527,10782883,357,710.0,368.6,2717,scholarpedia.png,Sub4.asc
136,R,10782905,10783078,174,736.4,361.7,2381,science.png,Sub4.asc
137,R,10783098,10783332,235,701.5,352.0,1619,science.png,Sub4.asc
138,R,10783365,10783539,175,720.0,382.7,1338,science.png,Sub4.asc
139,R,10783599,10783880,282,481.2,313.3,1364,science.png,Sub4.asc
140,R,10783949,10784116,168,212.6,221.1,1526,science.png,Sub4.asc
141,R,10784157,10784323,167,206.1,118.3,1702,science.png,Sub4.asc
142,R,10784370,10784547,178,263.4,10.9,1765,science.png,Sub4.asc
143,R,10784590,10784785,196,408.6,26.5,1847,science.png,Sub4.asc
144,R,10784829,10785097,269,255.2,25.7,2072,science.png,Sub4.asc
145,R,10785143,10785256,114,402.7,14.0,2244,science.png,Sub4.asc
146,R,10785317,10785581,265,582.6,141.7,2348,science.png,Sub4.asc
147,R,10785625,10785882,258,736.5,152.2,2385,science.png,Sub4.asc
148,R,10785940,10786128,189,412.0,111.6,2336,science.png,Sub4.asc
149,R,10786209,10786544,336,1099.2,197.9,2154,science.png,Sub4.asc
150,R,10786637,10787009,373,392.3,560.2,2077,science.png,Sub4.asc
151,R,10787065,10787212,148,295.4,643.9,1590,science.png,Sub4.asc
152,R,10787248,10787339,92,352.3,621.5,1507,science.png,Sub4.asc
153,R,10787417,10787712,296,770.1,404.0,1380,science.png,Sub4.asc
154,R,10787754,10787789,36,686.0,360.3,1448,science.png,Sub4.asc
155,R,10791226,10791627,402,716.7,372.5,2858,science.png,Sub4.asc
156,R,10791679,10791810,132,468.5,399.7,2395,deviantart_webdsgn(1).png,Sub4.asc
157,R,10791849,10791985,137,402.4,431.8,1783,deviantart_webdsgn(1).png,Sub4.asc
158,R,10792049,10792240,192,332.9,195.7,1536,deviantart_webdsgn(1).png,Sub4.asc
159,R,10792284,10792438,155,437.0,198.3,1586,deviantart_webdsgn(1).png,Sub4.asc
160,R,10792502,10792717,216,579.6,63.4,1876,deviantart_webdsgn(1).png,Sub4.asc
161,R,10792758,10792872,115,675.3,46.6,2078,deviantart_webdsgn(1).png,Sub4.asc
162,R,10792940,10793144,205,1149.9,89.9,2116,deviantart_webdsgn(1).png,Sub4.asc
163,R,10793192,10793445,254,1236.9,-14.0,2243,deviantart_webdsgn(1).png,Sub4.asc
164,R,10793498,10793708,211,1002.4,172.0,2517,deviantart_webdsgn(1).png,Sub4.asc
165,R,10793737,10794117,381,919.9,168.1,2379,deviantart_webdsgn(1).png,Sub4.asc
166,R,10794169,10794470,302,1038.5,172.9,2278,deviantart_webdsgn(1).png,Sub4.asc
167,R,10794547,10794687,141,977.0,718.8,2492,deviantart_webdsgn(1).png,Sub4.asc
168,R,10794715,10794953,239,990.3,664.5,2188,deviantart_webdsgn(1).png,Sub4.asc
169,R,10794985,10795442,458,964.1,724.6,1637,deviantart_webdsgn(1).png,Sub4.asc
170,R,10795477,10795618,142,1001.4,669.0,1578,deviantart_webdsgn(1).png,Sub4.asc
171,R,10795683,10795846,164,518.6,636.8,1691,deviantart_webdsgn(1).png,Sub4.asc
172,R,10795889,10796124,236,389.2,651.3,1840,deviantart_webdsgn(1).png,Sub4.asc
173,R,10796147,10796306,160,354.8,661.6,1956,deviantart_webdsgn(1).png,Sub4.asc
174,R,10796327,10796510,184,380.6,675.3,2081,deviantart_webdsgn(1).png,Sub4.asc
175,R,10800141,10800536,396,722.9,373.9,3022,deviantart_webdsgn(1).png,Sub4.asc
176,R,10800583,10800752,170,668.6,264.8,2397,flipboard_travel.png,Sub4.asc
177,R,10800779,10800968,190,614.0,253.5,1671,flipboard_travel.png,Sub4.asc
178,R,10801020,10801129,110,608.9,128.1,1463,flipboard_travel.png,Sub4.asc
179,R,10801162,10801258,97,602.3,159.6,1467,flipboard_travel.png,Sub4.asc
180,R,10801306,10801489,184,637.1,272.3,1621,flipboard_travel.png,Sub4.asc
181,R,10801516,10801631,116,602.6,245.0,1785,flipboard_travel.png,Sub4.asc
182,R,10801687,10801843,157,839.2,257.8,1669,flipboard_travel.png,Sub4.asc
183,R,10801894,10802050,157,1049.1,259.9,1661,flipboard_travel.png,Sub4.asc
184,R,10802068,10802402,335,1009.3,244.9,1713,flipboard_travel.png,Sub4.asc
185,R,10802478,10802729,252,625.9,589.3,1857,flipboard_travel.png,Sub4.asc
186,R,10802786,10803111,326,825.8,560.8,1490,flipboard_travel.png,Sub4.asc
187,R,10803351,10803622,272,1008.6,553.0,1415,flipboard_travel.png,Sub4.asc
188,R,10803659,10803880,222,1088.4,559.4,1632,flipboard_travel.png,Sub4.asc
189,R,10803908,10804016,109,1003.6,539.2,1792,flipboard_travel.png,Sub4.asc
190,R,10804090,10804320,231,207.9,213.3,1871,flipboard_travel.png,Sub4.asc
191,R,10804369,10804530,162,184.5,129.6,1596,flipboard_travel.png,Sub4.asc
192,R,10804565,10804812,248,218.6,104.4,1652,flipboard_travel.png,Sub4.asc
193,R,10804846,10805225,380,198.5,182.8,1988,flipboard_travel.png,Sub4.asc
194,R,10805273,10805398,126,210.2,49.3,2073,flipboard_travel.png,Sub4.asc
195,R,10809743,10810127,385,705.6,365.4,3001,flipboard_travel.png,Sub4.asc
196,R,10810152,10810309,158,666.9,340.7,2526,flipboad_f&d.png,Sub4.asc
197,R,10810352,10810579,228,622.2,247.1,1666,flipboad_f&d.png,Sub4.asc
198,R,10810596,10810860,265,599.0,251.0,1428,flipboad_f&d.png,Sub4.asc
199,R,10810912,10811119,208,615.7,119.1,1462,flipboad_f&d.png,Sub4.asc
200,R,10811171,10811321,151,715.1,286.1,1629,flipboad_f&d.png,Sub4.asc
201,R,10811364,10811493,130,849.0,313.0,1760,flipboad_f&d.png,Sub4.asc
202,R,10811533,10811775,243,869.6,225.3,1766,flipboad_f&d.png,Sub4.asc
203,R,10811824,10812009,186,1050.7,236.7,1817,flipboad_f&d.png,Sub4.asc
204,R,10812069,10812199,131,1013.6,607.9,1950,flipboad_f&d.png,Sub4.asc
205,R,10812231,10812362,132,1042.7,562.0,1836,flipboad_f&d.png,Sub4.asc
206,R,10812415,10812573,159,685.2,534.4,1613,flipboad_f&d.png,Sub4.asc
207,R,10812608,10812739,132,635.0,538.9,1506,flipboad_f&d.png,Sub4.asc
208,R,10812799,10813030,232,873.5,553.1,1470,flipboad_f&d.png,Sub4.asc
209,R,10813060,10813325,266,821.1,546.5,1481,flipboad_f&d.png,Sub4.asc
210,R,10813381,10813839,459,1053.8,560.7,1306,flipboad_f&d.png,Sub4.asc
211,R,10813926,10814085,160,538.1,35.0,1339,flipboad_f&d.png,Sub4.asc
212,R,10814120,10814412,293,512.4,3.4,1430,flipboad_f&d.png,Sub4.asc
213,R,10814471,10814719,249,179.1,113.9,1765,flipboad_f&d.png,Sub4.asc
214,R,10814774,10814893,120,184.9,283.9,1911,flipboad_f&d.png,Sub4.asc
215,R,10814929,10815012,84,201.2,245.3,1939,flipboad_f&d.png,Sub4.asc
216,R,10818241,10818634,394,698.1,363.2,2775,flipboad_f&d.png,Sub4.asc
217,R,10818672,10818816,145,643.0,343.4,2502,pinterest_2.png,Sub4.asc
218,R,10818867,10818991,125,564.5,226.4,1821,pinterest_2.png,Sub4.asc
219,R,10819039,10819189,151,385.8,203.4,1588,pinterest_2.png,Sub4.asc
220,R,10819229,10819642,414,316.8,300.6,1710,pinterest_2.png,Sub4.asc
221,R,10819700,10819888,189,507.3,424.1,1957,pinterest_2.png,Sub4.asc
222,R,10819929,10820257,329,395.8,479.8,1941,pinterest_2.png,Sub4.asc
223,R,10820312,10820557,246,652.4,485.9,1692,pinterest_2.png,Sub4.asc
224,R,10820594,10820830,237,713.2,498.6,1522,pinterest_2.png,Sub4.asc
225,R,10820891,10821080,190,970.2,525.6,1447,pinterest_2.png,Sub4.asc
226,R,10821101,10821474,374,948.4,493.2,1400,pinterest_2.png,Sub4.asc
227,R,10821529,10821721,193,1162.8,414.4,1439,pinterest_2.png,Sub4.asc
228,R,10821733,10821903,171,1139.2,402.8,1523,pinterest_2.png,Sub4.asc
229,R,10821935,10822185,251,1236.9,403.7,1565,pinterest_2.png,Sub4.asc
230,R,10822216,10822511,296,1139.2,434.5,1638,pinterest_2.png,Sub4.asc
231,R,10822593,10822777,185,1189.2,92.4,1508,pinterest_2.png,Sub4.asc
232,R,10822814,10823136,323,1136.6,183.8,1644,pinterest_2.png,Sub4.asc
233,R,10823189,10823380,192,856.5,294.0,1971,pinterest_2.png,Sub4.asc
234,R,10823401,10823527,127,907.8,279.7,1777,pinterest_2.png,Sub4.asc
235,R,10827374,10827741,368,705.2,367.2,2816,pinterest_2.png,Sub4.asc
236,R,10827775,10827947,173,683.5,309.5,2599,yoursg_browse.png,Sub4.asc
237,R,10827996,10828155,160,468.5,348.4,2677,yoursg_browse.png,Sub4.asc
238,R,10828180,10828648,469,505.3,396.9,2664,yoursg_browse.png,Sub4.asc
239,R,10828681,10828752,72,470.1,435.8,2606,yoursg_browse.png,Sub4.asc
240,R,10828798,10829039,242,284.8,419.1,2654,yoursg_browse.png,Sub4.asc
241,R,10829062,10829215,154,263.6,428.5,2664,yoursg_browse.png,Sub4.asc
242,R,10829261,10829368,108,262.0,585.3,2732,yoursg_browse.png,Sub4.asc
243,R,10829391,10829560,170,258.3,547.0,2825,yoursg_browse.png,Sub4.asc
244,R,10829608,10830102,495,485.1,560.6,2844,yoursg_browse.png,Sub4.asc
245,R,10830125,10830382,258,467.2,569.9,2980,yoursg_browse.png,Sub4.asc
246,R,10830433,10830777,345,701.3,575.4,3091,yoursg_browse.png,Sub4.asc
247,R,10830825,10831077,253,883.2,538.8,2957,yoursg_browse.png,Sub4.asc
248,R,10831100,10831371,272,861.1,560.1,2843,yoursg_browse.png,Sub4.asc
249,R,10831419,10831912,494,1023.1,586.6,2785,yoursg_browse.png,Sub4.asc
250,R,10831985,10832292,308,1078.8,311.1,2697,yoursg_browse.png,Sub4.asc
251,R,10832343,10832636,294,1081.1,409.8,2840,yoursg_browse.png,Sub4.asc
252,R,10834969,10835331,363,704.1,374.5,2841,yoursg_browse.png,Sub4.asc
253,R,10835377,10835555,179,651.3,263.5,2509,deviantart_webdsgn(2).png,Sub4.asc
254,R,10835568,10835817,250,619.1,248.6,1848,deviantart_webdsgn(2).png,Sub4.asc
255,R,10835839,10835942,104,569.8,263.3,1762,deviantart_webdsgn(2).png,Sub4.asc
256,R,10836006,10836233,228,330.8,56.5,1858,deviantart_webdsgn(2).png,Sub4.asc
257,R,10836256,10836356,101,303.8,60.7,1943,deviantart_webdsgn(2).png,Sub4.asc
258,R,10836433,10836595,163,886.9,24.3,1972,deviantart_webdsgn(2).png,Sub4.asc
259,R,10836641,10836804,164,721.7,26.0,2120,deviantart_webdsgn(2).png,Sub4.asc
260,R,10836845,10837010,166,587.2,5.8,2217,deviantart_webdsgn(2).png,Sub4.asc
261,R,10837068,10837520,453,866.6,192.1,2333,deviantart_webdsgn(2).png,Sub4.asc
262,R,10837554,10837749,196,847.6,214.0,2204,deviantart_webdsgn(2).png,Sub4.asc
263,R,10837800,10838171,372,865.3,323.2,2092,deviantart_webdsgn(2).png,Sub4.asc
264,R,10838234,10838392,159,889.6,658.0,1832,deviantart_webdsgn(2).png,Sub4.asc
265,R,10838429,10838759,331,885.1,597.9,1595,deviantart_webdsgn(2).png,Sub4.asc
266,R,10838806,10838989,184,685.4,652.0,1481,deviantart_webdsgn(2).png,Sub4.asc
267,R,10839026,10839286,261,613.6,632.9,1543,deviantart_webdsgn(2).png,Sub4.asc
268,R,10839343,10839586,244,332.7,642.6,1678,deviantart_webdsgn(2).png,Sub4.asc
269,R,10839615,10839829,215,346.4,709.0,1788,deviantart_webdsgn(2).png,Sub4.asc
270,R,10839894,10840073,180,744.0,683.1,1709,deviantart_webdsgn(2).png,Sub4.asc
271,R,10840092,10840229,138,766.8,678.0,1641,deviantart_webdsgn(2).png,Sub4.asc
272,R,10844018,10844389,372,689.1,363.3,2759,deviantart_webdsgn(2).png,Sub4.asc
273,R,10844441,10844596,156,365.8,366.3,2576,dodohub1.png,Sub4.asc
274,R,10844648,10844852,205,134.5,245.7,2569,dodohub1.png,Sub4.asc
275,R,10844905,10845084,180,397.8,261.0,2625,dodohub1.png,Sub4.asc
276,R,10845131,10845326,196,174.2,306.2,2714,dodohub1.png,Sub4.asc
277,R,10845361,10845614,254,121.3,415.5,2674,dodohub1.png,Sub4.asc
278,R,10845668,10845970,303,414.6,400.8,2605,dodohub1.png,Sub4.asc
279,R,10845991,10846085,95,393.9,409.4,2585,dodohub1.png,Sub4.asc
280,R,10846166,10846296,131,1033.7,70.3,2397,dodohub1.png,Sub4.asc
281,R,10846326,10846563,238,1014.9,5.8,2428,dodohub1.png,Sub4.asc
282,R,10846606,10846704,99,1111.1,1.9,2443,dodohub1.png,Sub4.asc
283,R,10846753,10846988,236,1308.4,10.8,2383,dodohub1.png,Sub4.asc
284,R,10847088,10847211,124,157.6,2.1,2726,dodohub1.png,Sub4.asc
285,R,10847250,10847331,82,72.6,20.3,2787,dodohub1.png,Sub4.asc
286,R,10847420,10847780,361,985.9,362.5,2841,dodohub1.png,Sub4.asc
287,R,10847813,10848317,505,1005.8,361.6,2493,dodohub1.png,Sub4.asc
288,R,10848371,10848703,333,930.0,595.0,2682,dodohub1.png,Sub4.asc
289,R,10848752,10848894,143,753.5,577.5,2410,dodohub1.png,Sub4.asc
290,R,10848946,10849210,265,478.1,598.0,2396,dodohub1.png,Sub4.asc
291,R,10852851,10853209,359,700.5,372.1,2755,dodohub1.png,Sub4.asc
292,R,10853245,10853657,413,597.3,415.1,1979,st.png,Sub4.asc
293,R,10853713,10853910,198,819.4,353.0,1182,st.png,Sub4.asc
294,R,10853988,10854199,212,288.5,384.7,1165,st.png,Sub4.asc
295,R,10854240,10854478,239,184.9,456.1,1281,st.png,Sub4.asc
296,R,10854502,10854675,174,215.6,462.6,1463,st.png,Sub4.asc
297,R,10854701,10854973,273,187.5,488.3,1590,st.png,Sub4.asc
298,R,10855031,10855335,305,218.1,645.7,1691,st.png,Sub4.asc
299,R,10855362,10855522,161,224.3,695.4,1642,st.png,Sub4.asc
300,R,10855546,10855716,171,273.1,702.8,1606,st.png,Sub4.asc
301,R,10855753,10855994,242,236.9,636.3,1535,st.png,Sub4.asc
302,R,10856017,10856221,205,230.0,669.1,1458,st.png,Sub4.asc
303,R,10856245,10856413,169,252.4,706.6,1495,st.png,Sub4.asc
304,R,10856493,10856607,115,392.1,72.6,1596,st.png,Sub4.asc
305,R,10856657,10856843,187,594.1,58.5,1587,st.png,Sub4.asc
306,R,10856879,10857029,151,628.1,12.4,1673,st.png,Sub4.asc
307,R,10857078,10857205,128,446.5,25.8,1834,st.png,Sub4.asc
308,R,10857251,10857410,160,327.8,195.3,1988,st.png,Sub4.asc
309,R,10857445,10857626,182,280.2,174.8,2066,st.png,Sub4.asc
310,R,10857657,10857804,148,289.5,207.3,2018,st.png,Sub4.asc
311,R,10857880,10858085,206,852.3,250.5,2028,st.png,Sub4.asc
312,R,10862503,10862683,181,683.4,363.4,2545,st.png,Sub4.asc
313,R,10862716,10862931,216,634.4,413.8,2627,wiki.png,Sub4.asc
314,R,10863008,10863163,156,281.1,192.2,1887,wiki.png,Sub4.asc
315,R,10863197,10863447,251,209.8,199.7,1366,wiki.png,Sub4.asc
316,R,10863482,10863697,216,196.1,241.1,1258,wiki.png,Sub4.asc
317,R,10863746,10863941,196,355.0,223.4,1328,wiki.png,Sub4.asc
318,R,10863993,10864211,219,558.9,221.8,1353,wiki.png,Sub4.asc
319,R,10864253,10864480,228,696.0,213.6,1345,wiki.png,Sub4.asc
320,R,10864508,10864658,151,626.0,213.8,1370,wiki.png,Sub4.asc
321,R,10864717,10865021,305,243.3,250.4,1435,wiki.png,Sub4.asc
322,R,10865062,10865277,216,389.3,254.0,1549,wiki.png,Sub4.asc
323,R,10865320,10865542,223,534.9,254.7,1739,wiki.png,Sub4.asc
324,R,10865574,10865731,158,438.3,273.3,1758,wiki.png,Sub4.asc
325,R,10865767,10865853,87,338.8,266.4,1719,wiki.png,Sub4.asc
326,R,10865932,10866113,182,927.5,166.3,1601,wiki.png,Sub4.asc
327,R,10866137,10866277,141,876.5,174.9,1651,wiki.png,Sub4.asc
