,eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak,stimuliName,order,name
66,R,10751806,10751855,50,320.6,255.8,297.8,382.1,4.85,296,bbc_sport.png,5.629499534213124,Sub4.asc
67,R,10752081,10752105,25,301.8,366.2,253.2,381.9,1.48,119,bbc_sport.png,4.503599627370501,Sub4.asc
68,R,10752315,10752359,45,242.8,385.3,377.0,368.2,3.82,167,bbc_sport.png,3.6028797018964007,Sub4.asc
69,R,10752522,10752578,57,364.3,372.6,232.4,621.7,9.91,411,bbc_sport.png,2.8823037615171203,Sub4.asc
70,R,10756625,10756647,23,693.7,367.4,737.9,374.4,1.31,115,science_news1.png,160.0,Sub4.asc
71,R,10756835,10756877,43,739.5,391.6,791.8,511.7,4.83,252,science_news1.png,128.00000000000003,Sub4.asc
72,R,10757065,10757082,18,786.1,498.0,759.4,499.2,0.77,70,science_news1.png,102.40000000000002,Sub4.asc
73,R,10757208,10757257,50,754.0,495.9,927.1,510.6,4.97,207,science_news1.png,81.92000000000002,Sub4.asc
74,R,10757412,10757459,48,902.6,509.4,1090.9,512.3,5.27,235,science_news1.png,65.53600000000002,Sub4.asc
75,R,10757685,10757713,29,1063.1,510.0,1022.9,510.1,1.12,53,science_news1.png,52.42880000000002,Sub4.asc
76,R,10757858,10757901,44,1020.1,505.6,1139.3,502.0,3.3,137,science_news1.png,41.94304000000002,Sub4.asc
77,R,10758102,10758148,47,1117.7,501.7,924.7,628.8,7.08,302,science_news1.png,33.55443200000002,Sub4.asc
78,R,10758496,10758535,40,933.0,616.0,1029.9,622.3,2.69,126,science_news1.png,26.843545600000013,Sub4.asc
79,R,10758817,10758853,37,1020.6,626.5,920.7,669.4,3.16,162,science_news1.png,21.47483648000001,Sub4.asc
80,R,10759196,10759216,21,926.1,662.7,927.3,692.0,1.05,100,science_news1.png,17.17986918400001,Sub4.asc
81,R,10759564,10759600,37,934.8,684.4,1030.3,704.5,2.7,124,science_news1.png,13.743895347200008,Sub4.asc
82,R,10759842,10759877,36,1028.6,707.1,1108.1,715.7,2.16,113,science_news1.png,10.995116277760006,Sub4.asc
83,R,10760071,10760130,60,1101.7,718.0,637.8,690.7,12.71,420,science_news1.png,8.796093022208007,Sub4.asc
84,R,10760363,10760385,23,667.2,691.9,625.6,703.4,1.23,115,science_news1.png,7.036874417766406,Sub4.asc
85,R,10760594,10760631,38,624.3,703.0,621.4,640.9,2.24,86,science_news1.png,5.629499534213124,Sub4.asc
86,R,10760868,10760926,59,620.2,636.8,274.0,634.4,9.59,317,science_news1.png,4.503599627370501,Sub4.asc
87,R,10761365,10761402,38,300.1,651.3,286.3,751.7,3.54,195,science_news1.png,3.6028797018964007,Sub4.asc
88,R,10765309,10765367,59,701.5,364.1,490.0,299.3,6.62,224,science_news1.png,2.8823037615171203,Sub4.asc
89,R,10765601,10765652,52,501.3,317.9,299.6,247.2,6.36,238,nytimes_home_chinese.png,160.0,Sub4.asc
90,R,10765783,10765821,39,298.4,257.7,195.2,266.1,2.89,146,nytimes_home_chinese.png,128.00000000000003,Sub4.asc
91,R,10766112,10766154,43,184.9,260.5,330.7,254.1,4.07,198,nytimes_home_chinese.png,102.40000000000002,Sub4.asc
92,R,10766371,10766395,25,301.8,250.6,337.9,252.0,1.02,76,nytimes_home_chinese.png,81.92000000000002,Sub4.asc
93,R,10766478,10766540,63,338.4,245.8,215.4,46.1,8.28,242,nytimes_home_chinese.png,65.53600000000002,Sub4.asc
94,R,10766567,10766583,17,223.0,50.3,224.7,58.3,0.3,38,nytimes_home_chinese.png,52.42880000000002,Sub4.asc
95,R,10766712,10766731,20,232.7,55.6,225.9,71.8,0.63,72,nytimes_home_chinese.png,41.94304000000002,Sub4.asc
96,R,10766982,10767001,20,222.4,72.9,200.1,73.1,0.61,62,nytimes_home_chinese.png,33.55443200000002,Sub4.asc
97,R,10767103,10767167,65,207.4,73.9,644.8,74.5,12.32,353,nytimes_home_chinese.png,26.843545600000013,Sub4.asc
98,R,10767394,10767416,23,619.6,81.0,575.7,80.1,1.27,90,nytimes_home_chinese.png,21.47483648000001,Sub4.asc
99,R,10767588,10767624,37,569.2,74.2,659.4,72.6,2.61,112,nytimes_home_chinese.png,17.17986918400001,Sub4.asc
100,R,10767858,10767912,55,661.3,63.8,526.2,282.3,9.28,341,nytimes_home_chinese.png,13.743895347200008,Sub4.asc
101,R,10768074,10768128,55,537.4,268.6,261.8,415.9,9.64,392,nytimes_home_chinese.png,10.995116277760006,Sub4.asc
102,R,10768276,10768301,26,279.4,405.3,248.2,445.2,1.73,153,nytimes_home_chinese.png,8.796093022208007,Sub4.asc
103,R,10768437,10768458,22,252.5,453.5,223.7,462.7,0.86,87,nytimes_home_chinese.png,7.036874417766406,Sub4.asc
104,R,10768765,10768807,43,208.1,476.9,372.7,472.5,4.57,242,nytimes_home_chinese.png,5.629499534213124,Sub4.asc
105,R,10769050,10769068,19,344.3,476.4,370.3,475.5,0.73,70,nytimes_home_chinese.png,4.503599627370501,Sub4.asc
106,R,10769381,10769429,49,370.6,470.3,159.2,537.2,6.32,292,nytimes_home_chinese.png,3.6028797018964007,Sub4.asc
107,R,10769618,10769658,41,181.5,524.8,210.4,637.1,4.12,252,nytimes_home_chinese.png,2.8823037615171203,Sub4.asc
108,R,10769859,10769869,11,212.8,614.7,204.1,620.9,0.32,36,nytimes_home_chinese.png,2.305843009213697,Sub4.asc
109,R,10769997,10770045,49,207.8,610.2,380.0,599.9,4.72,195,nytimes_home_chinese.png,1.8446744073709573,Sub4.asc
110,R,10770369,10770432,64,358.0,611.2,217.4,640.2,3.98,199,nytimes_home_chinese.png,1.475739525896766,Sub4.asc
111,R,10774609,10774635,27,704.2,378.0,671.3,368.1,1.03,67,scholarpedia.png,160.0,Sub4.asc
112,R,10774818,10774876,59,653.1,367.2,297.5,192.3,12.18,403,scholarpedia.png,128.00000000000003,Sub4.asc
113,R,10775035,10775088,54,316.3,202.3,569.9,194.7,7.26,284,scholarpedia.png,102.40000000000002,Sub4.asc
114,R,10775300,10775357,58,533.5,192.9,292.8,255.7,7.28,341,scholarpedia.png,81.92000000000002,Sub4.asc
115,R,10775627,10775682,56,317.8,250.3,583.4,237.9,7.63,285,scholarpedia.png,65.53600000000002,Sub4.asc
116,R,10775845,10775881,37,554.8,231.3,648.8,239.2,2.75,154,scholarpedia.png,52.42880000000002,Sub4.asc
117,R,10776072,10776090,19,645.5,235.5,662.2,244.2,0.59,56,scholarpedia.png,41.94304000000002,Sub4.asc
118,R,10776213,10776284,72,672.7,239.8,51.5,167.9,17.45,461,scholarpedia.png,33.55443200000002,Sub4.asc
119,R,10776524,10776548,25,85.7,168.1,46.0,179.3,1.13,89,scholarpedia.png,26.843545600000013,Sub4.asc
120,R,10776896,10776970,75,46.5,181.1,550.3,548.4,19.4,497,scholarpedia.png,21.47483648000001,Sub4.asc
121,R,10777157,10777211,55,518.7,532.1,386.4,516.5,3.79,140,scholarpedia.png,17.17986918400001,Sub4.asc
122,R,10777436,10777468,33,372.1,518.1,315.3,492.4,1.86,90,scholarpedia.png,13.743895347200008,Sub4.asc
123,R,10777561,10777621,61,318.5,492.8,779.1,495.6,13.03,403,scholarpedia.png,10.995116277760006,Sub4.asc
124,R,10778088,10778147,60,726.5,487.6,1107.0,526.9,10.79,346,scholarpedia.png,8.796093022208007,Sub4.asc
125,R,10778435,10778473,39,1068.6,511.2,1144.8,533.4,2.24,119,scholarpedia.png,7.036874417766406,Sub4.asc
126,R,10778839,10778861,23,1140.8,529.4,1116.0,501.0,1.25,102,scholarpedia.png,5.629499534213124,Sub4.asc
127,R,10779048,10779091,44,1113.6,498.4,941.6,615.6,6.41,273,scholarpedia.png,4.503599627370501,Sub4.asc
128,R,10779270,10779300,31,950.6,609.1,879.1,618.5,2.03,128,scholarpedia.png,3.6028797018964007,Sub4.asc
129,R,10782884,10782904,21,708.7,368.7,733.9,360.1,0.8,60,science.png,160.0,Sub4.asc
130,R,10783079,10783097,19,733.7,368.8,712.4,359.5,0.72,58,science.png,128.00000000000003,Sub4.asc
131,R,10783333,10783364,32,695.4,352.1,727.4,386.8,1.63,114,science.png,102.40000000000002,Sub4.asc
132,R,10783540,10783598,59,717.7,380.9,467.7,304.2,7.82,339,science.png,81.92000000000002,Sub4.asc
133,R,10783881,10783948,68,478.4,311.4,193.2,212.2,8.87,279,science.png,65.53600000000002,Sub4.asc
134,R,10784117,10784156,40,216.8,218.0,202.2,122.5,3.62,155,science.png,52.42880000000002,Sub4.asc
135,R,10784324,10784369,46,208.1,121.4,266.6,16.7,4.23,150,science.png,41.94304000000002,Sub4.asc
136,R,10784548,10784589,42,259.7,13.6,417.2,35.5,4.48,196,science.png,33.55443200000002,Sub4.asc
137,R,10784786,10784828,43,404.9,20.8,246.3,30.6,4.44,198,science.png,26.843545600000013,Sub4.asc
138,R,10785098,10785142,45,260.6,26.7,402.6,16.9,3.98,166,science.png,21.47483648000001,Sub4.asc
139,R,10785257,10785316,60,399.8,14.9,591.6,147.4,7.46,297,science.png,17.17986918400001,Sub4.asc
140,R,10785582,10785624,43,581.7,141.3,742.1,157.0,4.7,218,science.png,13.743895347200008,Sub4.asc
141,R,10785883,10785939,57,734.8,153.2,399.4,107.7,9.81,309,science.png,10.995116277760006,Sub4.asc
142,R,10786129,10786208,80,413.6,114.4,1134.1,202.0,20.54,449,science.png,8.796093022208007,Sub4.asc
143,R,10786545,10786636,92,1096.5,197.6,388.4,583.2,24.46,558,science.png,7.036874417766406,Sub4.asc
144,R,10787010,10787064,55,384.9,561.3,296.3,644.5,3.89,272,science.png,5.629499534213124,Sub4.asc
145,R,10787213,10787247,35,292.3,645.0,361.2,619.1,2.11,106,science.png,4.503599627370501,Sub4.asc
146,R,10787340,10787416,77,347.1,623.7,792.6,397.9,15.14,467,science.png,3.6028797018964007,Sub4.asc
147,R,10787713,10787753,41,769.6,403.0,683.6,360.7,2.98,137,science.png,2.8823037615171203,Sub4.asc
148,R,10791628,10791678,51,719.0,380.0,452.9,391.3,7.69,291,deviantart_webdsgn(1).png,160.0,Sub4.asc
149,R,10791811,10791848,38,464.9,404.5,398.3,439.5,2.32,141,deviantart_webdsgn(1).png,128.00000000000003,Sub4.asc
150,R,10791986,10792048,63,397.5,430.8,337.5,171.2,10.03,327,deviantart_webdsgn(1).png,102.40000000000002,Sub4.asc
151,R,10792241,10792283,43,329.2,199.5,452.9,201.9,3.53,152,deviantart_webdsgn(1).png,81.92000000000002,Sub4.asc
152,R,10792439,10792501,63,434.8,197.7,592.1,56.9,7.05,201,deviantart_webdsgn(1).png,65.53600000000002,Sub4.asc
153,R,10792718,10792757,40,580.0,62.5,673.6,50.9,2.74,105,deviantart_webdsgn(1).png,52.42880000000002,Sub4.asc
154,R,10792873,10792939,67,674.3,45.1,1169.3,94.8,14.03,354,deviantart_webdsgn(1).png,41.94304000000002,Sub4.asc
155,R,10793145,10793191,47,1146.4,86.2,1236.9,-15.2,4.46,160,deviantart_webdsgn(1).png,33.55443200000002,Sub4.asc
156,R,10793446,10793497,52,1233.6,-13.3,999.5,179.3,9.65,437,deviantart_webdsgn(1).png,26.843545600000013,Sub4.asc
157,R,10793709,10793736,28,1005.7,166.9,931.7,166.2,2.11,140,deviantart_webdsgn(1).png,21.47483648000001,Sub4.asc
158,R,10794118,10794168,51,911.1,166.4,1049.4,170.0,3.94,153,deviantart_webdsgn(1).png,17.17986918400001,Sub4.asc
159,R,10794471,10794546,76,1036.7,175.7,978.6,739.0,20.55,569,deviantart_webdsgn(1).png,13.743895347200008,Sub4.asc
160,R,10794688,10794714,27,978.3,717.0,986.5,667.4,1.77,126,deviantart_webdsgn(1).png,10.995116277760006,Sub4.asc
161,R,10794954,10794984,31,986.8,667.6,967.4,731.0,2.3,170,deviantart_webdsgn(1).png,8.796093022208007,Sub4.asc
162,R,10795443,10795476,34,958.8,721.1,1001.1,675.1,2.0,92,deviantart_webdsgn(1).png,7.036874417766406,Sub4.asc
163,R,10795619,10795682,64,998.3,670.6,485.4,632.7,14.27,442,deviantart_webdsgn(1).png,5.629499534213124,Sub4.asc
164,R,10795847,10795888,42,526.8,635.9,374.4,655.4,4.3,205,deviantart_webdsgn(1).png,4.503599627370501,Sub4.asc
165,R,10796125,10796146,22,390.7,650.7,355.8,657.0,0.99,99,deviantart_webdsgn(1).png,3.6028797018964007,Sub4.asc
166,R,10796307,10796326,20,358.4,660.4,378.1,674.6,0.74,81,deviantart_webdsgn(1).png,2.8823037615171203,Sub4.asc
167,R,10800537,10800582,46,722.0,373.4,675.7,253.3,4.85,171,flipboard_travel.png,160.0,Sub4.asc
168,R,10800753,10800778,26,659.0,268.8,625.4,258.1,1.06,64,flipboard_travel.png,128.00000000000003,Sub4.asc
169,R,10800969,10801019,51,609.6,254.2,613.1,112.6,5.48,218,flipboard_travel.png,102.40000000000002,Sub4.asc
170,R,10801130,10801161,32,608.3,129.5,602.0,165.0,1.39,76,flipboard_travel.png,81.92000000000002,Sub4.asc
171,R,10801259,10801305,47,600.7,155.7,639.6,286.6,5.21,247,flipboard_travel.png,65.53600000000002,Sub4.asc
172,R,10801490,10801515,26,635.2,268.7,611.8,252.8,0.92,73,flipboard_travel.png,52.42880000000002,Sub4.asc
173,R,10801632,10801686,55,602.5,245.0,858.8,264.3,7.48,248,flipboard_travel.png,41.94304000000002,Sub4.asc
174,R,10801844,10801893,50,833.9,254.2,1067.5,266.9,6.68,258,flipboard_travel.png,33.55443200000002,Sub4.asc
175,R,10802051,10802067,17,1043.1,257.2,1023.9,249.4,0.62,71,flipboard_travel.png,26.843545600000013,Sub4.asc
176,R,10802403,10802477,75,1003.0,243.1,622.2,604.1,17.34,617,flipboard_travel.png,21.47483648000001,Sub4.asc
177,R,10802730,10802785,56,628.7,586.2,851.1,553.7,6.44,220,flipboard_travel.png,17.17986918400001,Sub4.asc
178,R,10803112,10803350,239,826.5,565.4,1012.1,558.6,5.22,692,flipboard_travel.png,13.743895347200008,Sub4.asc
179,R,10803623,10803658,36,1008.2,552.5,1092.6,567.9,2.4,119,flipboard_travel.png,10.995116277760006,Sub4.asc
180,R,10803881,10803907,27,1080.9,558.2,1019.7,544.7,1.76,126,flipboard_travel.png,8.796093022208007,Sub4.asc
181,R,10804017,10804089,73,1005.4,540.1,181.7,197.0,26.14,699,flipboard_travel.png,7.036874417766406,Sub4.asc
182,R,10804321,10804368,48,206.7,222.0,184.8,123.5,3.75,131,flipboard_travel.png,5.629499534213124,Sub4.asc
183,R,10804531,10804564,34,183.2,134.1,219.4,107.0,1.42,77,flipboard_travel.png,4.503599627370501,Sub4.asc
184,R,10804813,10804845,33,222.5,105.5,187.3,189.2,3.29,214,flipboard_travel.png,3.6028797018964007,Sub4.asc
185,R,10805226,10805272,47,202.6,180.5,210.5,50.6,4.87,174,flipboard_travel.png,2.8823037615171203,Sub4.asc
186,R,10810128,10810151,24,694.0,364.5,675.3,345.2,0.92,54,flipboad_f&d.png,160.0,Sub4.asc
187,R,10810310,10810351,42,661.4,346.8,626.8,239.5,4.29,166,flipboad_f&d.png,128.00000000000003,Sub4.asc
188,R,10810580,10810595,16,618.2,246.1,604.1,249.9,0.44,41,flipboad_f&d.png,102.40000000000002,Sub4.asc
189,R,10810861,10810911,51,597.5,249.7,617.4,107.1,5.55,205,flipboad_f&d.png,81.92000000000002,Sub4.asc
190,R,10811120,10811170,51,615.6,116.8,722.6,299.6,7.74,337,flipboad_f&d.png,65.53600000000002,Sub4.asc
191,R,10811322,10811363,42,709.9,281.7,851.8,316.0,4.33,215,flipboad_f&d.png,52.42880000000002,Sub4.asc
192,R,10811494,10811532,39,848.3,311.9,876.2,228.4,3.34,155,flipboad_f&d.png,41.94304000000002,Sub4.asc
193,R,10811776,10811823,48,866.2,223.4,1055.2,239.0,5.43,182,flipboad_f&d.png,33.55443200000002,Sub4.asc
194,R,10812010,10812068,59,1050.4,237.6,1013.8,620.0,14.25,501,flipboad_f&d.png,26.843545600000013,Sub4.asc
195,R,10812200,10812230,31,1011.4,603.9,1040.5,563.7,1.67,110,flipboad_f&d.png,21.47483648000001,Sub4.asc
196,R,10812363,10812414,52,1044.8,563.5,666.1,529.0,10.73,429,flipboad_f&d.png,17.17986918400001,Sub4.asc
197,R,10812574,10812607,34,687.8,535.5,629.2,537.9,1.68,75,flipboad_f&d.png,13.743895347200008,Sub4.asc
198,R,10812740,10812798,59,636.3,537.2,899.0,556.1,7.51,246,flipboad_f&d.png,10.995116277760006,Sub4.asc
199,R,10813031,10813059,29,872.7,553.1,820.6,547.0,1.5,91,flipboad_f&d.png,8.796093022208007,Sub4.asc
200,R,10813326,10813380,55,818.1,547.3,1079.4,565.8,7.34,242,flipboad_f&d.png,7.036874417766406,Sub4.asc
201,R,10813840,10813925,86,1048.9,561.7,524.8,29.5,24.7,675,flipboad_f&d.png,5.629499534213124,Sub4.asc
202,R,10814086,10814119,34,539.6,34.6,503.8,-2.5,1.74,109,flipboad_f&d.png,4.503599627370501,Sub4.asc
203,R,10814413,10814470,58,517.0,3.8,152.0,114.5,10.97,376,flipboad_f&d.png,3.6028797018964007,Sub4.asc
204,R,10814720,10814773,54,186.8,110.5,186.0,294.0,6.9,380,flipboad_f&d.png,2.8823037615171203,Sub4.asc
205,R,10814894,10814928,35,187.5,281.0,199.7,246.3,1.35,83,flipboad_f&d.png,2.305843009213697,Sub4.asc
206,R,10818635,10818671,37,699.9,361.9,645.5,335.7,1.88,87,pinterest_2.png,160.0,Sub4.asc
207,R,10818817,10818866,50,636.8,347.8,567.3,216.6,5.47,197,pinterest_2.png,128.00000000000003,Sub4.asc
208,R,10818992,10819038,47,562.2,230.6,364.8,199.6,5.8,206,pinterest_2.png,102.40000000000002,Sub4.asc
209,R,10819190,10819228,39,389.3,205.7,303.7,316.8,4.9,277,pinterest_2.png,81.92000000000002,Sub4.asc
210,R,10819643,10819699,57,320.6,293.8,517.7,420.5,7.42,238,pinterest_2.png,65.53600000000002,Sub4.asc
211,R,10819889,10819928,40,505.6,420.5,387.3,483.7,4.14,213,pinterest_2.png,52.42880000000002,Sub4.asc
212,R,10820258,10820311,54,400.8,482.8,679.1,485.3,7.94,284,pinterest_2.png,41.94304000000002,Sub4.asc
213,R,10820558,10820593,36,644.3,485.8,726.0,501.0,2.42,135,pinterest_2.png,33.55443200000002,Sub4.asc
214,R,10820831,10820890,60,709.0,497.5,991.7,526.6,8.11,239,pinterest_2.png,26.843545600000013,Sub4.asc
215,R,10821081,10821100,20,967.8,525.2,953.8,507.2,0.78,77,pinterest_2.png,21.47483648000001,Sub4.asc
216,R,10821475,10821528,54,942.8,485.6,1175.3,412.5,7.02,269,pinterest_2.png,17.17986918400001,Sub4.asc
217,R,10821722,10821732,11,1156.1,414.2,1143.7,408.9,0.39,43,pinterest_2.png,13.743895347200008,Sub4.asc
218,R,10821904,10821934,31,1138.2,397.5,1225.7,411.0,2.44,152,pinterest_2.png,10.995116277760006,Sub4.asc
219,R,10822186,10822215,30,1234.6,403.5,1149.0,439.0,2.67,198,pinterest_2.png,8.796093022208007,Sub4.asc
220,R,10822512,10822592,81,1140.0,433.9,1191.3,88.9,12.93,420,pinterest_2.png,7.036874417766406,Sub4.asc
221,R,10822778,10822813,36,1185.7,89.9,1141.3,185.4,3.78,215,pinterest_2.png,5.629499534213124,Sub4.asc
222,R,10823137,10823188,52,1134.0,183.0,851.7,296.1,9.1,337,pinterest_2.png,4.503599627370501,Sub4.asc
223,R,10823381,10823400,20,862.9,298.7,897.3,291.0,1.04,94,pinterest_2.png,3.6028797018964007,Sub4.asc
224,R,10827742,10827774,33,700.8,371.5,690.5,314.5,2.23,106,yoursg_browse.png,160.0,Sub4.asc
